SampleLabel,Time,7Li,26Mg,27Al,29Si,31P,43Ca,45Sc,48Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,88Sr,89Y,90Zr
bir-1,56342,1400.069,33940.27,24220.515,50188.005,2800.274,1300.059,2800.274,1400.069,400.006,36847.46,3700.479,19513.318,2700.255,17210.361,800.022,0,0,0,200.001
bir-1,56691,800.022,28428.258,22517.733,52295.544,1700.101,900.028,2900.294,1700.101,400.006,35343.667,3000.315,19913.87,2600.237,18311.729,600.013,200.001,300.003,0,0
bir-1,57082,800.022,34842.438,25422.601,49184.524,3100.336,1000.035,5401.021,2200.169,400.006,37649.547,4200.618,16609.65,3500.429,16109.077,1000.035,0,400.006,0,200.001
bir-1,57471,800.022,35343.667,24420.855,52295.544,2400.202,900.028,4700.773,900.028,400.006,38852.762,3000.315,19112.777,2000.14,15608.522,1600.09,100,400.006,0,0
bir-1,57861,100,35143.173,22417.575,49184.524,2200.169,700.017,3000.315,1600.09,0,37649.547,3500.429,17911.221,3000.315,19613.455,800.022,200.001,400.006,0,0
bir-1,58251,600.013,35544.164,22117.108,53399.617,2600.237,1800.113,1800.113,1900.126,100,34341.227,3600.454,20414.576,1800.113,17610.848,1000.035,200.001,300.003,100,300.003
bir-1,58641,800.022,37850.076,22718.049,48181.113,2100.154,6701.572,4500.709,449048.35,55206.466,68865.587,144729.44,228005.12,8602.589,19513.318,8902.773,2000.14,22718.049,2900.294,1300.059
bir-1,59031,800.022,524453.27,5493515,423382.23,5200.947,32436.783,10303.714,1090490.8,73991.119,122825.76,440591.04,502173.8,17510.725,27626.687,17610.848,3900.532,36747.202,6201.346,2600.237
bir-1,59381,1200.05,1222545,9759015,756619.65,3300.381,42964.511,18211.601,1512436.2,105286.56,143214.28,548221.08,713798.12,20414.576,30632.808,24320.685,6001.26,44268.483,5000.875,3200.358
bir-1,59771,500.009,1370643.3,13126515,889772.46,5200.947,58820.847,23319.017,2125814.8,135338.05,185091.34,741138.96,963747.56,24020.177,33439.09,26023.682,6201.346,66755.607,7602.022,3900.532
bir-1,60161,800.022,1826893.6,16045015,1223328,5300.983,64947.3,26224.047,2412669.8,174458.79,211351.96,872876.42,1094910.4,33338.856,41861.243,32537.011,5801.178,71779.88,10003.501,4200.618
bir-1,60551,800.022,1961626.7,17616515,1350778.2,5100.911,78515.171,25122.07,2816536.2,197860.79,231256.76,954133.29,1189546.2,39654.962,39354.132,34341.227,8202.354,81531.999,11804.875,5501.059
bir-1,60941,900.028,2196391.6,19188015,1458430.1,5601.098,81129.719,28929.262,3145318,208713.59,254038.84,1024676.3,1321413.1,35644.413,37148.237,41861.243,9102.899,96424.323,11704.793,4900.841
bir-1,61331,900.028,2254367.5,21433015,1630192.9,4900.841,96424.323,32136.105,3298613,236542.25,255667.52,1148589.5,1327653.8,38551.949,42763.911,39354.132,13906.766,89579.982,9503.16,4400.678
bir-1,61720,1000.035,2526098.8,22106515,1693680.9,5601.098,101257.59,35243.42,3450130.9,253224.58,291851.05,1201811.7,1486626.3,38752.49,43867.248,47880.103,11504.631,95920.952,12805.737,4800.806
bir-1,62071,2000.14,2498048.1,23453515,1711644.7,5801.178,106596.22,34541.709,3571424.6,260961.97,288993.84,1253263.4,1515762.6,42463.015,41760.95,48682.809,16209.191,103674.84,12805.737,6201.346
bir-1,62461,1200.05,2687450.9,24351515,1785745.6,6901.667,107099.96,36446.433,3806641.1,258925.41,296240.02,1232139.1,1580774.5,47478.767,51492.635,50689.772,11304.471,104178.48,16209.191,8602.589
bir-1,62850,1300.059,2577122.1,24576015,1840823.2,7401.917,101257.59,36847.46,3885684.4,290728.51,298588.15,1397038,1555736.7,44870.357,43165.115,47077.442,13906.766,115666.37,14407.261,5501.059
bir-1,63240,700.017,2824865.9,25474015,1946673.4,4900.841,112239.19,36346.178,4110093.6,275429.8,307269.35,1293744.4,1636004.4,53098.498,45171.303,51091.198,13306.194,125650.16,19012.643,6901.667
bir-1,63630,1200.05,2820398.7,27045515,2037875.6,6501.479,117985.21,36245.924,4284513.4,277468.69,311765.19,1384487.6,1663527.3,49987.303,45773.214,51492.635,14106.962,122624.03,14106.962,8702.65
bir-1,64020,1800.113,3041162.9,27943515,2143486.4,7101.765,127264.35,34240.986,4191547.8,282465.19,338360.17,1433705.3,1790374.8,47880.103,48783.151,52295.544,16409.419,123430.94,14507.362,6701.572
bir-1,64410,1300.059,3013886.6,28168015,2092029.8,8302.412,126860.79,40758.06,4072257,307065.02,333753.69,1503347.8,1752704.6,46776.456,49987.303,56611.95,13206.101,129988.72,15808.742,7902.185
bir-1,64760,2000.14,3087014.8,28168015,2075337.7,8402.47,125448.4,39755.24,4305357,295219.21,341534.37,1458982.5,1865315.9,53198.87,49385.214,54303.013,15708.632,113650.28,15808.742,7501.969
bir-1,65190,1700.101,2987633.3,27719015,2031908.6,8902.773,127466.14,37449.021,4072257,296035.85,327102.47,1481867.9,1742569.9,51191.556,49284.869,60829.232,16209.191,129282.35,14307.161,7902.185
bir-1,65540,2000.14,3160852.5,27943515,2150653.3,6901.667,135035.21,40457.206,4072257,297056.71,320352.06,1474677.9,1816030.5,48482.129,52897.755,54001.875,17610.848,139376.6,13806.669,8302.412
bir-1,65929,1200.05,2943285.2,28617015,2149265.9,6701.572,127667.93,37749.811,4072257,311356.42,323010.94,1404617.6,1746397.7,53600.367,48783.151,49485.561,16910.002,123330.07,18712.247,9803.363
bir-1,66320,1200.05,3086155.4,28168015,2227501.8,7401.917,128676.92,42763.911,4072257,314320.28,331092.83,1429956,1787439,51492.635,49485.561,52797.385,16509.534,121413.76,16109.077,8802.711
bir-1,66709,1800.113,2957526.3,27270015,2026173.2,6201.346,126860.79,37248.498,4072257,303387.69,332525.54,1436462.8,1736604.9,53499.991,56009.583,54001.875,14607.464,124540.51,16109.077,8402.47
bir-1,67099,1500.079,3043489.1,27045515,2131356.6,7702.076,132007.1,38351.41,4305357,311867.39,344197.15,1652438,1805288.3,46575.802,52295.544,56109.976,17510.725,124137.02,17510.725,9002.836
bir-1,67489,1600.09,2889358.7,28168015,2065446.2,9002.836,124742.25,37950.341,4072257,300630.31,338667.32,1465391.3,1682576.5,52496.278,49886.953,56109.976,14207.061,118186.87,14607.464,6901.667
bir-1,67879,1100.042,2974949.7,26372015,2096868.1,8002.241,120707.82,40256.641,4190758.8,317795.91,324136,1437786.5,1762169.7,46676.129,49385.214,56109.976,16309.304,121212.06,16008.965,5501.059
bir-1,68230,1700.101,2881843.1,26596515,2071771.4,5300.983,123027.48,35243.42,4258218.6,287565.45,307882.33,1406599,1746510.3,53801.119,49686.255,58419.204,16709.767,128777.83,14907.774,7802.13
bir-1,68620,1800.113,2923101.9,26372015,2050046.5,6901.667,120405.28,39855.519,4072257,296035.85,319943.05,1425766.7,1790374.8,44970.671,50288.357,60025.844,12005.042,115666.37,14307.161,7501.969
bir-1,69009,1300.059,2863796.1,26372015,2090878,7101.765,120606.97,36245.924,4200360.2,300732.43,324340.56,1408690.9,1757774.5,44669.729,48883.493,59423.333,17310.481,118287.7,16709.767,9303.028
bir-1,69399,1500.079,2984461.4,25923015,1988373.5,7902.185,121413.76,38251.142,4072257,303591.97,335289.02,1425436,1767581,51191.556,46776.456,52897.755,16109.077,129887.81,14707.567,8002.241
bir-1,69789,2100.154,2859438.9,26596515,2093296.8,6201.346,120304.44,36847.46,4210230.4,281853.28,320761.09,1485298.2,1701312.9,51793.721,48482.129,52797.385,16309.304,119598.55,15107.985,7602.022
bir-1,70179,2000.14,2936595.1,25474015,2078444.5,6201.346,126457.23,41961.537,4083815.9,304409.08,310334.54,1398014.6,1784842.5,52897.755,48582.469,55808.799,13306.194,139679.54,18411.857,6701.572
bir-1,70569,1000.035,2946692.1,27045515,2077639,9102.899,123330.07,37549.283,4072257,287667.47,333344.29,1468486.2,1734467,49686.255,49585.908,58620.025,18311.729,124439.63,15007.879,5701.137
bir-1,70919,1800.113,2923830.9,26596515,2091684.2,8402.47,124237.89,37047.977,4276316.5,319227.3,324136,1409681.8,1816256.8,54102.253,51994.448,56511.554,14006.863,122825.76,14106.962,7702.076
bir-1,71309,800.022,2932582.4,26821015,2188276.2,8902.773,132007.1,38150.874,4305357,298894.45,320249.81,1447497.6,1760591.8,55708.409,58318.795,55306.853,15608.522,128878.73,15208.091,6201.346
bir-1,71698,1400.069,2997641,25698515,2104935.4,8602.589,132511.74,34441.468,4072257,300630.31,332423.2,1435800.9,1825535.3,48582.469,47880.103,54001.875,15107.985,124237.89,15107.985,7201.815
bir-1,72088,1500.079,2997274.8,26147515,2126161.1,7201.815,126860.79,39654.962,4072257,305839.14,316160.22,1480761.6,1781004.9,54001.875,48983.836,56210.369,16809.884,123330.07,15908.853,6201.346
bir-1,72478,1200.05,3016697.6,26821015,2093988,7802.13,133016.4,38652.219,4305357,297362.99,326693.27,1499359.6,1809810.4,48482.129,47779.768,54704.54,15808.742,132410.81,15107.985,7401.917
bir-1,72868,1900.126,2968855.4,26596515,2140713.1,6401.434,130089.63,38652.219,4072257,296137.93,327511.69,1652438,1789132.7,47980.439,48281.451,52395.911,17010.121,125044.88,13706.572,9903.432
bir-1,73258,1100.042,2991904.1,26372015,2106895.2,4900.841,122825.76,41961.537,4207597.8,314422.49,346143.34,1652438,1792407.6,51091.198,53600.367,58820.847,14207.061,129786.9,16409.419,7602.022
bir-1,73608,1200.05,3005456.3,27719015,2052918.4,7301.866,129585.08,36747.202,4072257,309312.74,330069.56,1479987.1,1782246.4,53399.617,55507.629,60929.658,15708.632,122926.62,13806.669,8902.773
bir-1,73998,1200.05,3069835.4,26821015,2154237.9,8102.297,121312.91,40657.775,4305357,319943.05,347782.43,1513212.3,1854992.4,50489.063,52496.278,65148.212,17310.481,134227.65,15708.632,8902.773
bir-1,74388,1900.126,3070694,27943515,2158170.5,8602.589,132612.67,40858.346,4305357,293994.33,343377.78,1505674.8,1733454.5,45171.303,45070.987,52797.385,14807.67,114859.9,16109.077,6501.479
bir-1,74778,1200.05,3013764.4,25923015,2093988,7001.715,131098.79,38050.607,4072257,310130.18,352085.94,1494265,1806418.7,53801.119,52295.544,62938.338,14507.362,138164.92,14607.464,8602.589
bir-1,75168,1200.05,3030882.9,27719015,2078099.3,8002.241,137155.26,39755.24,4305357,296137.93,321272.39,1519533.4,1770400.2,48482.129,48983.836,57615.952,17610.848,129786.9,14707.567,8502.53
bir-1,75558,1600.09,3007166.4,26821015,2201262.9,7201.815,121010.36,38251.142,4072257,308699.69,344606.85,1494375.7,1920113.4,48582.469,54001.875,55608.019,14607.464,133521.07,13806.669,8302.412
bir-1,75947,800.022,2935257.4,27494515,2079250.1,7201.815,132814.53,38050.607,4072257,314320.28,332320.86,1468928.4,1791730,51592.996,47779.768,58017.573,13806.669,123128.34,14707.567,7001.715
bir-1,76298,1200.05,3040918.1,26821015,2199059.1,6001.26,131199.71,39955.798,4072257,310845.47,328944.04,1435800.9,1831648.6,48983.836,48582.469,57013.542,14207.061,124742.25,15308.198,7702.076
bir-1,76688,2200.169,2996176.1,27270015,2165228.4,9002.836,123330.07,34441.468,4072257,293994.33,334265.45,1479655.3,1725019.1,51592.996,49686.255,54303.013,15007.879,119901.07,15608.522,7001.715
bir-1,77077,1100.042,3012297.9,25923015,2083854.2,7602.022,124742.25,42162.126,4072257,291851.05,346245.77,1478106.6,1898261.7,51392.275,51191.556,59825.004,12805.737,130291.46,12705.648,6101.303
bir-1,77467,800.022,2935135.8,27943515,2146260.3,8902.773,128878.73,35243.42,4305357,292973.68,321885.97,1519644.3,1813089.8,50288.357,49585.908,53700.743,14407.261,127768.83,18912.511,8402.47
bir-1,77857,1500.079,3104950.3,26821015,2121198.1,7001.715,126457.23,42262.422,4305357,319534.05,330274.21,1431610,1898261.7,55507.629,53600.367,62134.833,15107.985,136650.46,14106.962,8302.412
bir-1,78247,1800.113,2926261.4,28392515,2087999,7501.969,130594.2,38150.874,4305357,314729.13,346553.09,1539734.3,1811845.8,58519.614,53299.243,53801.119,15107.985,121212.06,13406.288,6201.346
bir-1,78637,1500.079,2999350.3,27494515,2152965.9,8002.241,137660.08,39554.684,4305357,320249.81,331706.83,1490279.1,1843656,50489.063,51291.915,55909.191,16109.077,128576.02,17310.481,8302.412
bir-1,78987,2300.185,2917877.9,26821015,2169279.6,6901.667,126860.79,35644.413,4072257,315138,337336.38,1440986.1,1811732.7,48482.129,50288.357,62837.898,14207.061,113247.1,16809.884,8802.711
bir-1,79417,1200.05,3007410.8,26821015,2221344.5,7401.917,130896.96,42864.211,4305357,322295.04,327716.3,1501132,1853291.4,50489.063,52295.544,55407.241,14307.161,133622.01,14006.863,7702.076
bir-1,79767,1300.059,3096102.9,27719015,2110354.4,8602.589,133823.89,40356.923,4305357,295729.6,347270.19,1501353.6,1830969.2,49385.214,46475.476,53198.87,14907.774,129786.9,15408.305,7802.13
bir-1,80156,600.013,3060517.3,27270015,2150884.5,8202.354,128777.83,39454.408,4072257,318409.35,338360.17,1536069.5,1856807,47880.103,51291.915,56511.554,13506.382,127163.46,15808.742,7902.185
bir-1,80547,1900.126,3129429.5,27719015,2159211.6,7401.917,131603.4,38752.49,4538457,312889.37,333856.04,1527521.7,1858508.4,55507.629,47177.773,61230.942,14006.863,129685.99,14707.567,8502.53
bir-1,80936,1700.101,3042509.6,29290515,2165228.4,8002.241,125448.4,40858.346,4305357,303081.29,329864.91,1455779.1,1819990.1,47779.768,50188.005,58419.204,15007.879,147457.12,14807.67,7301.866
bir-1,81326,1900.126,2998129.3,28168015,2167774.7,8002.241,128878.73,37449.021,4538457,320761.09,342046.41,1520864.5,1802462.6,51894.084,52195.178,54403.394,16109.077,125650.16,14006.863,8602.589
bir-1,81717,2500.219,2999716.6,26821015,2250759.5,8302.412,135640.9,41159.208,4305357,322806.39,324545.13,1500135,1819990.1,48582.469,50689.772,58218.387,16609.65,133521.07,17110.24,8102.297
bir-1,82106,1400.069,2931731.3,27943515,2084199.5,7802.13,133117.33,32236.33,4305357,292463.39,334879.58,1485519.6,1833233.9,49987.303,41359.786,57013.542,15408.305,121312.91,16209.191,8402.47
bir-1,82457,1300.059,3123890.7,27270015,2128816.4,8102.297,131805.25,39454.408,4305357,332218.52,334163.09,1480872.2,1884733.9,50288.357,51994.448,53600.367,13005.918,123733.54,16309.304,9102.899
bir-1,82847,1300.059,2998739.8,28168015,2144008,5200.947,128777.83,35844.914,4305357,309108.39,334265.45,1509886.5,1791955.9,52697.015,52094.813,58720.436,15508.413,122119.74,13406.288,4700.773
bir-1,83236,1000.035,3059046.5,27270015,2075682.9,8802.711,131603.4,45672.894,4305357,315751.32,319738.55,1473682.7,1843542.7,51091.198,48582.469,54704.54,11604.712,138871.72,14607.464,7101.765
bir-1,83626,1100.042,3083945.7,28392515,2183408.9,5601.098,130089.63,39354.132,4538457,327000.17,350138.96,1468928.4,1805175.2,48482.129,47177.773,60527.956,15308.198,132511.74,17811.096,8402.47
bir-1,84016,100,2927719.8,27943515,2190710.3,7802.13,129484.17,38351.41,4305357,313502.6,329455.63,1494818.6,1857487.5,45371.937,49585.908,54503.775,13606.477,126558.12,13406.288,7101.765
bir-1,84406,2100.154,2989829.5,27270015,2098250.8,6601.525,133319.2,41058.92,4305357,313604.81,342660.87,1449926.4,1784955.4,51392.275,46776.456,55206.466,13306.194,121514.61,13306.194,5701.137
bir-1,84796,1400.069,2992880.4,27270015,2164071.2,6001.26,125246.64,43064.813,4305357,319840.8,326181.78,1466275.5,1836631.6,52496.278,52897.755,53499.991,11704.793,123632.67,12305.297,6801.619
bir-1,85186,1700.101,2970683.4,27494515,2074762.5,7602.022,132208.95,43165.115,4305357,304613.37,345528.72,1496701.3,1797829.7,55306.853,54202.633,56009.583,15508.413,128676.92,13906.766,5401.021
bir-1,85575,1500.079,2945840.3,27045515,2070851.2,6301.39,135035.21,41259.496,4305357,312889.37,319636.3,1652438,1846035.9,48883.493,53198.87,47378.435,15608.522,130896.96,14707.567,5501.059
bir-1,85926,1100.042,2989219.4,28168015,2082127.5,7602.022,116775.33,41861.243,4538457,307371.51,318920.56,1480097.8,1840823.2,53299.243,48181.113,53499.991,15508.413,121817.17,16609.65,5300.983
bir-1,86316,1000.035,2900760.2,27494515,2123621.7,6701.572,120203.59,39454.408,4305357,312684.97,334879.58,1464728.2,1831761.8,49987.303,51793.721,53399.617,15308.198,133924.83,16809.884,7201.815
bir-1,86705,600.013,2927233.7,27045515,2144988.9,7902.185,122825.76,38251.142,4305357,304409.08,340510.36,1486515.6,1730754.6,51191.556,46375.151,52897.755,14207.061,131502.48,17811.096,8502.53
bir-1,87095,1300.059,2926990.6,26372015,2113814.3,5801.178,130594.2,37850.076,4072257,317080.27,327818.61,1491275.5,1831875.1,51994.448,51492.635,52998.126,15107.985,121817.17,13506.382,6501.479
bir-1,87485,2600.237,2916784.7,27270015,2022618.3,8902.773,131098.79,44669.729,4305357,296342.1,331604.5,1459203.4,1760704.5,52094.813,48381.789,56210.369,11604.712,133319.2,14106.962,7501.969
bir-1,87875,1700.101,2873241,26596515,2097098.6,6501.479,131502.48,39855.519,4305357,302979.16,321170.13,1521752,1795796.2,52395.911,49987.303,51894.084,12505.471,129887.81,17811.096,6401.434
bir-1,88265,1500.079,2931001.9,27494515,2045452.6,8602.589,126759.9,37850.076,4305357,284709.08,338872.09,1455006,1834592.9,53299.243,52797.385,50288.357,15908.853,124843.13,12905.827,7101.765
bir-1,88615,900.028,2899304.2,28168015,2109086,6801.619,123632.67,34641.951,4305357,306452.07,329046.36,1445179.6,1810149.6,49184.524,48582.469,53600.367,13206.101,124843.13,16309.304,8402.47
bir-1,89005,1000.035,2897727.1,27270015,2079595.3,8102.297,122321.46,36947.718,4305357,309619.27,331706.83,1396034.3,1745497,54303.013,44268.483,55909.191,16109.077,133722.95,17210.361,6201.346
bir-1,89395,1100.042,2905493,26372015,2089150.5,6401.434,123531.8,39654.962,4072257,312480.57,336107.93,1486737,1813881.5,52596.646,57415.146,51693.358,13406.288,135439,17210.361,8102.297
bir-1,89785,1300.059,2944501.9,27494515,2087308.1,7301.866,126659.01,42362.718,4072257,311458.61,345221.43,1546844.4,1775363.2,48281.451,47579.1,54403.394,13506.382,130594.2,12205.212,8202.354
bir-1,90175,1000.035,2933433.5,26821015,2120736.5,6701.572,140184.45,36747.202,4072257,310845.47,329557.95,1476779.3,1828591.6,45070.987,50890.483,47679.434,13106.009,137256.22,14106.962,8102.297
bir-1,90565,1600.09,2919214.1,27270015,2047519.7,6101.303,126255.46,43466.025,4305357,295015.05,334060.74,1480650.9,1810149.6,53801.119,51994.448,47779.768,12405.384,125448.4,15808.742,6401.434
bir-1,90954,600.013,2985437.3,26821015,2102514.8,5200.947,127869.72,42162.126,4072257,317693.68,316160.22,1497365.8,1837084.7,50288.357,51091.198,48883.493,13706.572,123229.21,12805.737,8602.589
bir-1,91305,700.017,2920793.4,27494515,2071771.4,7401.917,122926.62,38251.142,4305357,309721.45,318920.56,1440544.7,1742007,47980.439,49886.953,53901.497,14507.362,125851.92,14907.774,9102.899
bir-1,91695,1800.113,2800493,26147515,2132857.9,7602.022,134025.77,35945.165,4072257,321170.13,309619.27,1474235.6,1736042.2,48181.113,56310.763,50288.357,14307.161,120405.28,15708.632,8202.354
bir-1,92084,1400.069,2866338.4,26821015,2063836.5,7401.917,138669.78,39654.962,4305357,308495.35,338155.4,1475783.9,1777732.5,47177.773,48381.789,56913.143,16109.077,125347.52,15308.198,8902.773
bir-1,92474,1200.05,2933190.3,26596515,2053378,7201.815,128374.22,37850.076,4306877.2,307269.35,304817.66,1519200.6,1811280.4,54804.924,45672.894,53399.617,11904.958,127970.62,17010.121,8102.297
bir-1,92864,1000.035,2842989.1,27270015,2005887.2,6101.303,133722.95,37047.977,4072257,288177.6,332320.86,1459645.3,1805514.4,61331.372,48883.493,60929.658,12805.737,139073.67,15908.853,7902.185
bir-1,93254,1300.059,2915691.6,27270015,2075452.8,7001.715,135640.9,41159.208,4072257,301855.75,319534.05,1439000.1,1831195.7,45873.535,52195.178,58318.795,15508.413,130493.29,16709.767,7902.185
bir-1,93644,800.022,2855566.8,26596515,2014021.3,8402.47,132309.88,38953.035,4305357,302366.38,320658.83,1418383.1,1743245.3,57113.942,51693.358,51392.275,15408.305,133218.27,16409.419,5000.875
bir-1,93994,1700.101,2840813.2,26596515,2123968,5801.178,137458.15,37148.237,4305357,319227.3,333856.04,1423672.5,1749438.2,48582.469,54804.924,54001.875,13206.101,126961.68,14707.567,7401.917
bir-1,94384,1100.042,2836462.3,26596515,2079250.1,6701.572,127768.83,39855.519,4305357,309312.74,331297.5,1452686.8,1759802.9,48482.129,45973.857,53098.498,15408.305,124641.38,16809.884,6501.479
bir-1,94774,1300.059,2891298.8,26147515,2059123.6,5801.178,127970.62,39755.24,4072257,308801.86,315649.1,1528187.6,1784391,50288.357,48783.151,57716.356,14207.061,128576.02,13806.669,7401.917
bir-1,95163,1300.059,2859075.8,26596515,2002680.6,7501.969,128172.42,42061.831,4305357,291749,315546.88,1450478.4,1735817.2,46977.113,43265.417,50990.84,16109.077,126356.35,15308.198,7101.765
bir-1,95553,1100.042,2924317,26596515,2047979.1,6901.667,130190.54,41861.243,4072257,287769.49,310641.1,1437124.6,1816256.8,50790.127,47679.434,54001.875,14307.161,130997.87,13906.766,6901.667
bir-1,95943,1200.05,2719322.7,27045515,2054641.8,8802.711,139073.67,41058.92,4305357,306962.86,333344.29,1408360.6,1756985.7,52998.126,50087.653,46575.802,13206.101,123430.94,15208.091,7702.076
